ID,NO_CIVIQUE,RUE,ESSENCE_FR,ESSENCE_LATIN,DHP,ETAT,PROPRIETE,Latitude,Longitude,Coord_X,Coord_Y,DATE_PLANTATION,DATE_RELEVE
1151,396,NOTRE-DAME,Saule � feuilles de p�cher,Salix amygdaloides,28,Entier,Terrain municipal,45.73932,-73.44037,309472.647,5066611.2258,,2017-06-21 13:00:23
1147,396,NOTRE-DAME,Peuplier delto�de,Populus deltoides,37,Entier,Terrain municipal,45.73926,-73.44037,309472.524,5066604.597,,2017-06-21 13:00:23
1146,396,NOTRE-DAME,Saule � feuilles de p�cher,Salix amygdaloides,53,Entier,Terrain municipal,45.73922,-73.4404,309470.6491,5066600.2734,,2017-06-21 13:00:23
1138,396,NOTRE-DAME,Saule � feuilles de p�cher,Salix amygdaloides,25,Entier,Terrain municipal,45.73926,-73.4404,309470.1778,5066604.3511,,2017-06-21 13:00:23
3360,396,NOTRE-DAME,Am�lanchier arborescent,Amelanchier arborea,22,Entier,Terrain municipal,45.73681,-73.44582,309049.22,5066332.32,,2017-06-21 13:00:36
1403,396,NOTRE-DAME,�rable � Gigu�re,Acer negundo,10,Entier,Terrain municipal,45.73457,-73.44564,309063.34,5066083.23,,2017-06-21 13:00:36
1388,396,NOTRE-DAME,�rable � Gigu�re,Acer negundo,30,Entier,Terrain municipal,45.73451,-73.44576,309053.61,5066075.69,,2017-06-21 13:00:36
1320,396,NOTRE-DAME,Saule � feuilles de p�cher,Salix amygdaloides,17,Entier,Terrain municipal,45.73442,-73.44596,309037.98,5066065.81,,2017-06-21 13:00:36
3605,280,NOTRE-DAME,Peuplier delto�de,Populus deltoides,33,Entier,Terrain municipal,45.72589,-73.45703,308177.2019,5065117.7844,,2017-06-21 13:00:43
3555,,N/A,Saule � feuilles de p�cher,Salix amygdaloides,28,Entier,Terrain municipal,45.72599,-73.45579,308273.5242,5065128.7758,,2017-06-21 13:00:43
3379,396,NOTRE-DAME,Peuplier delto�de,Populus deltoides,26,Entier,Terrain municipal,45.73652,-73.44716,308944.3666,5066299.362,,2017-06-21 13:00:43
3370,396,NOTRE-DAME,Peuplier delto�de,Populus deltoides,37,Entier,Terrain municipal,45.73648,-73.4472,308941.2725,5066295.1818,,2017-06-21 13:00:43
3359,396,NOTRE-DAME,Peuplier delto�de,Populus deltoides,47,Entier,Terrain municipal,45.73689,-73.44591,309041.9758,5066340.2212,,2017-06-21 13:00:43
3357,396,NOTRE-DAME,�rable argent�,Acer saccharinum,30,Entier,Terrain municipal,45.7373,-73.44625,309015.153,5066385.865,,2017-06-21 13:00:43
3341,396,NOTRE-DAME,Peuplier � grandes dents,Populus grandidentata,35,Entier,Terrain municipal,45.73661,-73.44724,308938.4037,5066309.044,,2017-06-21 13:00:43
3238,396,NOTRE-DAME,�rable argent�,Acer saccharinum,27,Entier,Terrain municipal,45.73672,-73.44705,308953.2948,5066322.1938,,2017-06-21 13:00:43
3215,396,NOTRE-DAME,�rable argent�,Acer saccharinum,27,Entier,Terrain municipal,45.73675,-73.4471,308949.5054,5066325.0583,,2017-06-21 13:00:43
3212,396,NOTRE-DAME,Saule � feuilles de p�cher,Salix amygdaloides,35,Entier,Terrain municipal,45.73714,-73.44635,309007.5303,5066368.4169,,2017-06-21 13:00:43
3211,396,NOTRE-DAME,Saule � feuilles de p�cher,Salix amygdaloides,30,Entier,Terrain municipal,45.73719,-73.44599,309035.3367,5066374.1031,,2017-06-21 13:00:43
3208,396,NOTRE-DAME,Peuplier � grandes dents,Populus grandidentata,30,Entier,Terrain municipal,45.73657,-73.44724,308938.5984,5066305.3351,,2017-06-21 13:00:43
3202,396,NOTRE-DAME,Peuplier delto�de,Populus deltoides,27,Entier,Terrain municipal,45.73702,-73.44621,309018.8926,5066355.5792,,2017-06-21 13:00:43
3189,396,NOTRE-DAME,Lilas japonais,Syringa reticulata,11,Entier,Terrain municipal,45.73695,-73.44637,309005.989,5066346.7835,,2017-06-21 13:00:43
2416,396,NOTRE-DAME,Saule � feuilles de p�cher,Salix amygdaloides,48,Entier,Terrain municipal,45.73701,-73.44604,309031.7098,5066353.5813,,2017-06-21 13:00:43
2408,396,NOTRE-DAME,Peuplier delto�de,Populus deltoides,22,Entier,Terrain municipal,45.73704,-73.44615,309023.5236,5066356.7882,,2017-06-21 13:00:43
2396,396,NOTRE-DAME,Am�lanchier arborescent,Amelanchier arborea,20,Entier,Terrain municipal,45.737,-73.44615,309022.7962,5066353.3764,,2017-06-21 13:00:43
2393,396,NOTRE-DAME,Saule � feuilles de p�cher,Salix amygdaloides,30,Entier,Terrain municipal,45.73716,-73.44639,309004.2313,5066370.4148,,2017-06-21 13:00:43
2375,396,NOTRE-DAME,Peuplier delto�de,Populus deltoides,48,Entier,Terrain municipal,45.73712,-73.44605,309031.2385,5066366.7059,,2017-06-21 13:00:43
2350,396,NOTRE-DAME,Lilas japonais,Syringa reticulata,10,Entier,Terrain municipal,45.73714,-73.44657,308990.3626,5066368.3908,,2017-06-21 13:00:43
2328,396,NOTRE-DAME,Peuplier delto�de,Populus deltoides,55,Entier,Terrain municipal,45.73715,-73.44553,309071.7494,5066369.175,,2017-06-21 13:00:43
2304,396,NOTRE-DAME,Saule � feuilles de p�cher,Salix amygdaloides,20,Entier,Terrain municipal,45.73729,-73.44506,309108.3054,5066384.9532,,2017-06-21 13:00:43
2285,396,NOTRE-DAME,Peuplier delto�de,Populus deltoides,54,Entier,Terrain municipal,45.73713,-73.44557,309068.5015,5066366.8698,,2017-06-21 13:00:43
2263,396,NOTRE-DAME,Saule � feuilles de p�cher,Salix amygdaloides,16,Entier,Terrain municipal,45.73738,-73.44484,309125.0671,5066395.1577,,2017-06-21 13:00:43
2252,396,NOTRE-DAME,Peuplier delto�de,Populus deltoides,59,Entier,Terrain municipal,45.73708,-73.44549,309074.4542,5066362.0339,,2017-06-21 13:00:43
2226,396,NOTRE-DAME,�rable rouge,Acer rubrum,30,Entier,Terrain municipal,45.73732,-73.4451,309105.2113,5066388.3547,,2017-06-21 13:00:43
2213,396,NOTRE-DAME,Peuplier delto�de,Populus deltoides,48,Entier,Terrain municipal,45.73708,-73.44549,309074.6489,5066361.8085,,2017-06-21 13:00:43
2211,396,NOTRE-DAME,Peuplier delto�de,Populus deltoides,52,Entier,Terrain municipal,45.73714,-73.44553,309071.3908,5066368.5603,,2017-06-21 13:00:43
1216,396,NOTRE-DAME,Peuplier delto�de,Populus deltoides,39,Entier,Terrain municipal,45.73837,-73.44267,309293.5242,5066505.8607,,2017-06-21 13:00:43
1213,396,NOTRE-DAME,Peuplier delto�de,Populus deltoides,48,Entier,Terrain municipal,45.7384,-73.44269,309292.4485,5066508.4836,,2017-06-21 13:00:43
1179,396,NOTRE-DAME,Peuplier delto�de,Populus deltoides,61,Entier,Terrain municipal,45.73891,-73.44034,309474.942,5066565.9611,,2017-06-21 13:00:43
1177,396,NOTRE-DAME,Saule � feuilles de p�cher,Salix amygdaloides,23,Entier,Terrain municipal,45.73889,-73.44054,309459.7991,5066563.2153,,2017-06-21 13:00:43
1176,396,NOTRE-DAME,Peuplier delto�de,Populus deltoides,56,Entier,Terrain municipal,45.73886,-73.4404,309470.6696,5066559.8445,,2017-06-21 13:00:43
1172,396,NOTRE-DAME,Orme d'Am�rique,Ulmus americana,15,Entier,Terrain municipal,45.7389,-73.44037,309472.6265,5066564.455,,2017-06-21 13:00:43
1171,396,NOTRE-DAME,Peuplier delto�de,Populus deltoides,85,Entier,Terrain municipal,45.73889,-73.44041,309469.4196,5066562.8669,,2017-06-21 13:00:43
1167,396,NOTRE-DAME,Peuplier delto�de,Populus deltoides,55,Entier,Terrain municipal,45.73893,-73.44042,309468.9995,5066567.1495,,2017-06-21 13:00:43
1166,396,NOTRE-DAME,Peuplier delto�de,Populus deltoides,97,Entier,Terrain municipal,45.73891,-73.44052,309461.3871,5066564.9672,,2017-06-21 13:00:43
1164,396,NOTRE-DAME,Saule � feuilles de p�cher,Salix amygdaloides,36,Entier,Terrain municipal,45.73864,-73.44075,309443.5599,5066535.5728,,2017-06-21 13:00:43
1160,396,NOTRE-DAME,Orme d'Am�rique,Ulmus americana,28,Entier,Terrain municipal,45.73895,-73.44037,309473.0158,5066570.2744,,2017-06-21 13:00:43
1155,396,NOTRE-DAME,Peuplier delto�de,Populus deltoides,24,Entier,Terrain municipal,45.7393,-73.4403,309477.9644,5066608.7464,,2017-06-21 13:00:43
5271,396,NOTRE-DAME,Orme rouge,Ulmus rubra,27,Entier,Terrain municipal,45.73447,-73.44585,309046.48,5066072.18,,2017-06-21 13:01:02
6076,422,L'ASSOMPTION,Orme rouge,Ulmus rubra,14,Entier,Terrain municipal,45.74534,-73.47388,306864.4537,5067278.4022,,2017-06-21 13:01:06
6056,422,L'ASSOMPTION,Orme rouge,Ulmus rubra,17,Entier,Terrain municipal,45.74532,-73.47393,306861.0443,5067276.6115,,2017-06-21 13:01:06
6029,422,L'ASSOMPTION,�rable � Gigu�re,Acer negundo,15,Entier,Terrain municipal,45.74538,-73.47374,306875.4097,5067282.8862,,2017-06-21 13:01:06
5309,396,NOTRE-DAME,�rable � Gigu�re,Acer negundo,25,Entier,Terrain municipal,45.7348,-73.44745,308922.2567,5066107.9651,,2017-06-21 13:01:06
5286,396,NOTRE-DAME,Saule � feuilles de p�cher,Salix amygdaloides,26,Entier,Terrain municipal,45.73444,-73.4458,309050.2542,5066068.4481,,2017-06-21 13:01:06
5265,396,NOTRE-DAME,Saule � feuilles de p�cher,Salix amygdaloides,50,Entier,Terrain municipal,45.73395,-73.44795,308883.6516,5066013.2758,,2017-06-21 13:01:06
5251,396,NOTRE-DAME,Saule � feuilles de p�cher,Salix amygdaloides,30,Entier,Terrain municipal,45.73725,-73.4451,309104.9039,5066380.9984,,2017-06-21 13:01:06
5234,396,NOTRE-DAME,Saule � feuilles de p�cher,Salix amygdaloides,70,Entier,Terrain municipal,45.73751,-73.44458,309145.5377,5066409.5937,,2017-06-21 13:01:06
5214,396,NOTRE-DAME,Saule � feuilles de p�cher,Salix amygdaloides,13,Entier,Terrain municipal,45.73589,-73.44372,309212.021,5066229.3849,,2017-06-21 13:01:06
5176,396,NOTRE-DAME,Saule � feuilles de p�cher,Salix amygdaloides,26,Entier,Terrain municipal,45.73746,-73.44458,309145.3943,5066404.2455,,2017-06-21 13:01:06
5167,396,NOTRE-DAME,Saule � feuilles de p�cher,Salix amygdaloides,20,Entier,Terrain municipal,45.73763,-73.4445,309151.3572,5066422.8207,,2017-06-21 13:01:06
94439,280,NOTRE-DAME,Peuplier delto�de,Populus deltoides,58,Entier,Terrain municipal,45.72643,-73.45649,308219.0785,5065177.678,,2017-06-21 12:59:17
94438,280,NOTRE-DAME,Peuplier delto�de,Populus deltoides,73,Entier,Terrain municipal,45.72646,-73.45648,308219.724,5065181.5585,,2017-06-21 12:59:17
94436,280,NOTRE-DAME,Peuplier delto�de,Populus deltoides,48,Entier,Terrain municipal,45.72596,-73.45698,308181.3275,5065125.67,,2017-06-21 12:59:17
94435,280,NOTRE-DAME,Peuplier delto�de,Populus deltoides,47,Entier,Terrain municipal,45.72603,-73.45692,308185.6775,5065133.532,,2017-06-21 12:59:17
94434,280,NOTRE-DAME,Peuplier delto�de,Populus deltoides,29,Entier,Terrain municipal,45.72601,-73.45694,308183.952,5065130.743,,2017-06-21 12:59:17
5982,1,MURRAY,Fr�ne N/A, ,19,Entier,Terrain municipal,45.73022,-73.4824,306202.1091,5065598.2185,,2017-06-21 13:01:06
108389,700,LACOMBE,Orme ,Ulmus ,38,Entier,Terrain municipal,45.77343,-73.45114,308632.514,5070401.029,,2019-09-16 15:15:12
2315,396,NOTRE-DAME,Fr�ne noir,Fraxinus nigra,15,Entier,Terrain municipal,45.73703,-73.44547,309075.8886,5066356.655,,2017-06-21 13:00:43
2378,396,NOTRE-DAME,Fr�ne noir,Fraxinus nigra,32,Entier,Terrain municipal,45.7369,-73.44702,308955.6299,5066341.9267,,2017-06-21 13:00:43
3182,396,NOTRE-DAME,Fr�ne noir,Fraxinus nigra,37,Entier,Terrain municipal,45.73684,-73.4469,308964.9646,5066335.1539,,2017-06-21 13:00:43
2203,396,NOTRE-DAME,Fr�ne noir,Fraxinus nigra,23,Entier,Terrain municipal,45.73703,-73.44544,309078.368,5066356.3989,,2017-06-21 13:00:43
5155,396,NOTRE-DAME,Fr�ne rouge,Fraxinus pensylvanica,22,Entier,Terrain municipal,45.73742,-73.44482,309126.38398,5066399.65055,,2017-06-21 13:01:06
1226,396,NOTRE-DAME,Fr�ne noir,Fraxinus nigra,23,Entier,Terrain municipal,45.73732,-73.44182,309360.4378,5066388.7952,,2017-06-21 13:00:23
1267,396,NOTRE-DAME,Fr�ne noir,Fraxinus nigra,30,Entier,Terrain municipal,45.73689,-73.44218,309331.863,5066341.4199,,2017-06-21 13:00:23
2171,396,NOTRE-DAME,Fr�ne noir,Fraxinus nigra,34,Entier,Terrain municipal,45.73796,-73.44368,309215.443,5066460.053,,2017-06-21 13:00:23
1362,396,NOTRE-DAME,Fr�ne noir,Fraxinus nigra,29,Entier,Terrain municipal,45.73347,-73.44797,308882.0078,5065960.39,,2017-06-21 13:00:23
100172,396,NOTRE-DAME,Fr�ne ,Fraxinus ,36,Souche,Terrain municipal,45.73648,-73.44607,309029.6192,5066295.2867,,2017-06-21 12:59:56
100173,396,NOTRE-DAME,Fr�ne ,Fraxinus ,21,Entier,Terrain municipal,45.73645,-73.44615,309022.8452,5066291.6314,,2017-06-21 12:59:56
100174,396,NOTRE-DAME,Fr�ne ,Fraxinus ,27,Entier,Terrain municipal,45.7364,-73.44617,309021.584,5066286.2711,,2017-06-21 12:59:56
99982,396,NOTRE-DAME,Fr�ne ,Fraxinus ,31,Entier,Terrain municipal,45.73724,-73.44661,308987.1996,5066378.9748,,2017-06-21 12:59:56
99981,396,NOTRE-DAME,Fr�ne ,Fraxinus ,30,Entier,Terrain municipal,45.73721,-73.44664,308985.4105,5066376.6296,,2017-06-21 12:59:56
113423,,,Fr�ne ,Fraxinus ,30,Entier,Terrain municipal,45.76794,-73.41606,311361.5407,5069793.6337,,2021-08-23 12:26:46
113437,,,Fr�ne ,Fraxinus ,17,Entier,Terrain municipal,45.76756,-73.41522,311426.8529,5069751.3471,,2021-08-23 12:38:16
113444,,,�rable argent�,Acer saccharinum,30,Entier,Terrain municipal,45.76747,-73.41494,311448.6021,5069741.497,,2021-08-23 12:41:37
113448,,,Saule ,Salix ,40,Entier,Terrain municipal,45.76735,-73.41491,311450.55,5069728.0978,,2021-08-23 12:43:29
113449,,,Peuplier delto�de,Populus deltoides,48,Entier,Terrain municipal,45.76737,-73.41467,311469.4364,5069729.9605,,2021-08-23 12:43:55
113450,,,Saule ,Salix ,40,Entier,Terrain municipal,45.76732,-73.41488,311452.7822,5069724.4323,,2021-08-23 12:43:59
113451,,,�rable argent�,Acer saccharinum,15,Entier,Terrain municipal,45.76732,-73.4148,311459.403,5069724.2424,,2021-08-23 12:44:31
113452,,,Peuplier ,Populus ,60,Entier,Terrain municipal,45.76733,-73.41483,311457.2358,5069725.6652,,2021-08-23 12:44:58
113453,,,Fr�ne ,Fraxinus ,17,Entier,Terrain municipal,45.76734,-73.41481,311458.278,5069726.3714,,2021-08-23 12:45:07
113409,,,Saule ,Salix ,40,Entier,Terrain municipal,45.76806,-73.41653,311325.0775,5069806.7256,,2021-08-23 12:17:03
113411,,,Saule ,Salix ,40,Entier,Terrain municipal,45.76802,-73.41643,311332.775,5069802.2623,,2021-08-23 12:20:24
113412,,,Fr�ne ,Fraxinus ,30,Entier,Terrain municipal,45.7681,-73.41646,311329.9167,5069811.7333,,2021-08-23 12:21:07
113413,,,Saule ,Salix ,40,Entier,Terrain municipal,45.76797,-73.41623,311347.7236,5069796.1951,,2021-08-23 12:21:23
113417,,,Saule ,Salix ,30,Entier,Terrain municipal,45.76807,-73.41638,311336.0484,5069807.6581,,2021-08-23 12:21:53
113415,,,Saule ,Salix ,100,Entier,Terrain municipal,45.76793,-73.41611,311357.4615,5069791.9204,,2021-08-23 12:22:09
113414,,,Fr�ne ,Fraxinus ,30,Entier,Terrain municipal,45.76804,-73.41633,311340.3359,5069804.8143,,2021-08-23 12:22:12
113416,,,Saule ,Salix ,100,Entier,Terrain municipal,45.76784,-73.41601,311365.2395,5069782.7211,,2021-08-23 12:23:02
113418,,,Saule ,Salix ,30,Entier,Terrain municipal,45.76803,-73.41626,311345.7241,5069803.1243,,2021-08-23 12:24:13
113419,,,Saule ,Salix ,100,Entier,Terrain municipal,45.76777,-73.41594,311370.3881,5069774.9085,,2021-08-23 12:24:14
113420,,,Saule ,Salix ,30,Entier,Terrain municipal,45.768,-73.41622,311348.6853,5069799.5674,,2021-08-23 12:24:29
113421,,,�rable argent�,Acer saccharinum,30,Entier,Terrain municipal,45.76775,-73.41584,311378.2622,5069772.5231,,2021-08-23 12:25:52
113422,,,Orme ,Ulmus ,32,Entier,Terrain municipal,45.76798,-73.41616,311353.5065,5069797.6725,,2021-08-23 12:26:19
113424,,,Saule ,Salix ,100,Entier,Terrain municipal,45.76793,-73.41597,311368.3465,5069792.1219,,2021-08-23 12:27:58
113425,,,Peuplier delto�de,Populus deltoides,30,Entier,Terrain municipal,45.76769,-73.41579,311382.489,5069765.612,,2021-08-23 12:28:29
113426,,,Fr�ne ,Fraxinus ,30,Entier,Terrain municipal,45.76787,-73.41583,311379.1906,5069785.8628,,2021-08-23 12:28:38
113427,,,Peuplier delto�de,Populus deltoides,30,Entier,Terrain municipal,45.76769,-73.41581,311380.8034,5069766.0443,,2021-08-23 12:28:08
113428,,,Peuplier delto�de,Populus deltoides,65,Entier,Terrain municipal,45.76791,-73.41588,311375.1292,5069790.6101,,2021-08-23 12:29:44
113429,,,Saule ,Salix ,40,Entier,Terrain municipal,45.76771,-73.41578,311383.3701,5069768.1223,,2021-08-23 12:30:08
113430,,,Fr�ne ,Fraxinus ,17,Entier,Terrain municipal,45.76785,-73.41574,311385.9001,5069783.7053,,2021-08-23 12:30:22
113431,,,Peuplier ,Populus ,30,Entier,Terrain municipal,45.76763,-73.41557,311399.528,5069758.5874,,2021-08-23 12:31:13
113432,,,�rable argent�,Acer saccharinum,15,Entier,Terrain municipal,45.76772,-73.4155,311405.0005,5069769.0477,,2021-08-23 12:32:42
113433,,,Peuplier delto�de,Populus deltoides,65,Entier,Terrain municipal,45.76762,-73.41532,311418.7059,5069757.8673,,2021-08-23 12:34:02
113435,,,Saule ,Salix ,40,Entier,Terrain municipal,45.7676,-73.4155,311404.6332,5069755.1394,,2021-08-23 12:35:50
113436,,,Peuplier delto�de,Populus deltoides,25,Entier,Terrain municipal,45.76758,-73.41518,311429.586,5069753.1842,,2021-08-23 12:37:09
113438,,,Peuplier delto�de,Populus deltoides,28,Entier,Terrain municipal,45.76756,-73.41515,311431.801,5069751.4821,,2021-08-23 12:38:19
113439,,,Peuplier delto�de,Populus deltoides,28,Entier,Terrain municipal,45.76755,-73.41513,311433.7606,5069750.3855,,2021-08-23 12:38:54
113440,,,Fr�ne ,Fraxinus ,17,Entier,Terrain municipal,45.76754,-73.41516,311431.1967,5069748.9731,,2021-08-23 12:39:14
113441,,,Peuplier delto�de,Populus deltoides,28,Entier,Terrain municipal,45.76754,-73.4151,311435.8857,5069749.1122,,2021-08-23 12:40:13
113442,,,Saule ,Salix ,40,Entier,Terrain municipal,45.76748,-73.41499,311444.6626,5069742.9168,,2021-08-23 12:40:34
113443,,,Saule ,Salix ,22,Entier,Terrain municipal,45.76753,-73.41508,311437.9154,5069747.6531,,2021-08-23 12:41:07
113445,,,Fr�ne ,Fraxinus ,17,Entier,Terrain municipal,45.76746,-73.4149,311451.3504,5069739.7856,,2021-08-23 12:41:57
113446,,,Peuplier delto�de,Populus deltoides,48,Entier,Terrain municipal,45.7674,-73.41475,311463.1231,5069733.6894,,2021-08-23 12:43:07
113447,,,Peuplier delto�de,Populus deltoides,48,Entier,Terrain municipal,45.76739,-73.41473,311464.6739,5069732.8159,,2021-08-23 12:43:29
113456,,,Peuplier delto�de,Populus deltoides,48,Entier,Terrain municipal,45.76736,-73.41462,311473.7228,5069728.5447,,2021-08-24 11:23:35
113455,,,Peuplier delto�de,Populus deltoides,26,Entier,Terrain municipal,45.76735,-73.41459,311475.5678,5069727.9738,,2021-08-24 11:23:53
113457,,,Peuplier delto�de,Populus deltoides,41,Entier,Terrain municipal,45.76734,-73.41453,311480.511,5069726.4295,,2021-08-24 11:24:27
113458,,,Peuplier delto�de,Populus deltoides,48,Entier,Terrain municipal,45.76719,-73.41447,311485.1156,5069710.6618,,2021-08-24 11:25:00
113459,,,Fr�ne ,Fraxinus ,17,Entier,Terrain municipal,45.7673,-73.41441,311489.7451,5069722.6561,,2021-08-24 11:25:14
113460,,,Peuplier delto�de,Populus deltoides,48,Entier,Terrain municipal,45.76722,-73.41451,311481.6354,5069713.084,,2021-08-24 11:24:45
113461,,,Peuplier delto�de,Populus deltoides,48,Entier,Terrain municipal,45.76722,-73.41454,311479.5071,5069713.1405,,2021-08-24 11:24:33
113462,,,Peuplier delto�de,Populus deltoides,50,Entier,Terrain municipal,45.76717,-73.41445,311486.6874,5069707.7934,,2021-08-24 11:26:16
113463,,,Peuplier delto�de,Populus deltoides,19,Entier,Terrain municipal,45.76715,-73.41442,311488.5542,5069706.0653,,2021-08-24 11:26:43
113480,,,Orme ,Ulmus ,20,Entier,Terrain municipal,45.76718,-73.4144,311490.5381,5069709.2006,,2021-08-24 11:26:50
113468,,,Saule ,Salix ,18,Entier,Terrain municipal,45.76713,-73.4139,311529.6768,5069704.0494,,2021-08-24 11:31:52
